,filename,class,xmin,ymin,xmax,ymax,angle,zloc,weather
15008,002780.png,Pedestrian,848.6228,148.60283,870.9156,199.20773,-1.18,24.09,clone
15009,002780.png,Pedestrian,703.77924,147.40247,739.43866,235.98135,2.27,15.48,clone
15010,002780.png,Pedestrian,655.4547,144.79758,692.0462,239.93562,2.59,16.28,clone
15012,002780.png,Pedestrian,910.6909,144.15405,932.63586,209.50017,2.88,21.51,clone
15013,002780.png,Pedestrian,1091.4222,142.89131,1123.7585,219.51854,2.54,22.53,clone
15014,002780.png,Van,607.80414,154.07307,624.8907,173.4425,-1.59,77.6,clone
32363,005946.png,Car,877.55963,187.72487,1242.0,372.13297,-1.97,5.73,clone
32364,005946.png,Car,853.3485,148.23006,1041.0804,307.31354,-1.6,11.4,clone
32365,005946.png,Van,562.18176,160.32039,611.20435,213.5972,-1.61,29.52,clone
32366,005946.png,Van,829.07764,128.2325,1055.0192,220.31465,-0.48,26.96,clone
32367,005946.png,Car,376.60703,177.82506,444.5286,218.48268,-1.36,30.28,clone
32368,005946.png,Car,289.88904,163.97597,372.2867,218.80013,-1.23,31.29,clone
32369,005946.png,Car,491.79333,167.48378,531.6885,198.95096,-1.52,36.22,clone
32370,005946.png,Car,707.2468,167.62227,773.37225,206.60791,-1.84,31.22,clone
32371,005946.png,Van,631.92834,147.83987,666.5905,184.59401,1.46,58.32,clone
32372,005946.png,Car,756.9712,168.85124,822.7597,207.39008,-1.87,32.32,clone
32374,005946.png,Truck,586.5553,132.01709,625.4629,189.44385,1.53,55.27,clone
32375,005946.png,Misc,193.49594,194.95085,324.59872,223.0878,2.0,32.01,clone
32376,005946.png,Car,139.14629,180.19987,246.42046,223.2939,-1.08,33.66,clone
32377,005946.png,Car,26.658344,184.3408,125.16946,223.69405,-1.04,36.09,clone
32378,005946.png,Misc,77.667305,186.72757,165.99959,221.57121,2.06,34.84,clone
32379,005946.png,Misc,66.22097,169.26788,116.976746,205.13788,2.1,48.96,clone
16288,003010.png,Car,291.1333,172.49341,528.3655,335.47128,-1.33,10.17,clone
16289,003010.png,Car,899.4428,179.60616,1242.0,372.11893,-1.82,7.19,clone
16290,003010.png,Car,48.035965,189.39911,325.54828,327.70596,2.02,11.53,clone
16291,003010.png,Car,904.0213,178.39207,1090.977,279.10968,-1.26,12.89,clone
263,000065.png,Pedestrian,600.78436,176.37462,625.1558,221.37875,2.67,25.1,clone
264,000065.png,Tram,302.26672,132.9916,454.58408,212.62245,-0.06,36.61,clone
265,000065.png,Tram,444.94336,133.56483,518.08167,208.2096,-0.2,37.26,clone
266,000065.png,Tram,505.46527,129.52364,737.57837,202.3501,-0.39,39.59,clone
267,000065.png,Person_sitting,986.1083,216.53148,1139.7123,370.77322,-2.7,6.68,clone
268,000065.png,Person_sitting,923.4067,212.22414,1002.61584,343.1779,1.64,7.77,clone
269,000065.png,Person_sitting,762.19977,201.74097,824.1848,288.93573,-1.81,11.06,clone
270,000065.png,Person_sitting,801.2559,201.82614,863.57367,284.6338,-2.62,11.21,clone
271,000065.png,Person_sitting,741.1154,198.76082,794.9627,276.6423,1.08,12.08,clone
14116,002624.png,Car,487.24426,171.55116,548.0904,224.31331,1.67,28.22,clone
38873,007147.png,Car,518.6722,160.36511,723.22125,251.40964,2.88,12.34,clone
38874,007147.png,Car,194.77548,144.68082,471.41733,253.7986,-3.02,12.25,clone
38875,007147.png,Car,0.23859192,148.20471,83.92955,259.81326,-2.6,14.11,clone
38876,007147.png,Cyclist,586.867,149.17578,727.68335,307.58807,2.35,8.04,clone
19747,003656.png,Truck,514.37115,131.88615,582.1735,213.74449,-1.56,36.51,clone
19748,003656.png,Car,0.08810373,194.49342,62.05734,237.2219,2.14,41.52,clone
19749,003656.png,Car,62.03219,189.4247,149.0258,225.7134,2.21,46.83,clone
29442,005409.png,Misc,1.8104821,268.1734,338.11514,373.2551,2.21,6.41,clone
29443,005409.png,Car,425.47372,180.69034,562.38367,268.58313,1.87,15.19,clone
29444,005409.png,Car,526.3856,176.97876,615.47894,237.76822,1.91,21.2,clone
29445,005409.png,Car,604.3658,177.44266,671.1411,222.10648,1.83,26.65,clone
29446,005409.png,Car,806.2262,164.90074,840.98334,185.66324,-1.29,54.43,clone
36451,006693.png,Car,56.10236,191.48695,179.93935,245.38794,2.16,29.24,clone
36452,006693.png,Car,359.73227,185.94102,401.30872,205.61407,1.9,53.94,clone
20916,003868.png,Car,714.74023,169.80016,733.5873,185.1315,-1.52,73.51,clone
13875,002576.png,Car,606.67236,176.11981,661.99554,228.20581,-1.51,24.02,clone
13876,002576.png,Car,564.7539,177.71883,598.046,200.30334,1.76,47.53,clone
13877,002576.png,Car,531.51807,179.04971,564.52637,199.17982,1.82,50.68,clone
40059,007387.png,Pedestrian,334.74463,156.69948,410.254,314.32727,0.11,8.68,clone
30750,005642.png,Car,582.61053,172.80215,609.8146,198.96017,-1.57,46.84,clone
30751,005642.png,Van,253.19006,170.23813,358.37897,234.23283,1.91,25.92,clone
30752,005642.png,Car,527.4481,175.0072,562.70715,205.91577,-1.49,38.65,clone
28889,005311.png,Pedestrian,84.925476,158.08421,119.331,216.51283,0.55,30.93,clone
28891,005311.png,Car,465.47955,158.52673,519.569,193.7955,1.25,41.77,clone
28894,005311.png,Van,694.933,154.73335,756.8322,187.17848,0.93,48.24,clone
28895,005311.png,Car,728.94324,161.74243,776.8528,184.71686,-2.22,50.52,clone
28896,005311.png,Car,766.9316,158.11192,819.7309,184.081,-2.41,53.05,clone
28897,005311.png,Car,831.4792,163.87639,875.4883,183.84734,-2.51,57.56,clone
25045,004650.png,Van,541.8542,155.66258,611.9911,227.18999,-1.65,27.95,clone
25046,004650.png,Car,669.2086,189.11555,797.2495,240.5459,-0.84,22.6,clone
25047,004650.png,Misc,445.68976,171.18051,482.43805,188.94914,-1.55,46.51,clone
25048,004650.png,Van,449.70206,149.06644,478.79922,185.09927,-1.56,53.01,clone
16214,003000.png,Truck,593.4993,160.74506,626.3723,196.12074,-1.58,66.91,clone
16215,003000.png,Car,407.5245,186.31802,446.25836,210.40433,1.83,54.69,clone
16216,003000.png,Cyclist,700.7582,163.35762,722.1067,207.2746,-1.69,31.45,clone
7259,001371.png,Car,599.395,181.1661,622.4008,201.89102,-1.58,52.45,clone
7260,001371.png,Car,758.98615,165.45938,1068.7914,372.0475,-1.92,8.29,clone
7261,001371.png,Car,677.09973,184.92944,757.1022,246.7443,-1.71,19.46,clone
7262,001371.png,Car,666.5313,181.75006,731.75586,229.41203,-1.71,24.53,clone
7263,001371.png,Car,649.97546,180.17131,686.35223,212.24454,-1.68,34.59,clone
7265,001371.png,Pedestrian,691.7181,171.76115,701.93524,205.06677,-1.69,39.86,clone
38277,007033.png,Car,931.06726,184.93842,1242.0,373.0403,-2.13,5.8,clone
38278,007033.png,Car,761.5107,183.31929,959.693,316.35043,1.3,11.04,clone
38279,007033.png,Car,535.7798,173.45901,597.588,216.05446,1.8,32.73,clone
38280,007033.png,Car,582.0489,179.20374,630.1544,208.4951,1.8,40.03,clone
38281,007033.png,Car,650.48804,179.00629,679.6715,197.95056,1.74,55.98,clone
38282,007033.png,Cyclist,703.26575,173.45372,720.13214,214.79587,-1.55,30.24,clone
37702,006929.png,Car,602.4509,178.10803,629.12537,202.58853,-1.57,45.5,clone
37703,006929.png,Car,706.2178,177.83759,829.0347,264.99173,-1.76,14.9,clone
37704,006929.png,Car,867.2669,175.93573,1241.652,372.26663,-2.15,5.34,clone
37705,006929.png,Car,77.1603,198.16992,259.221,257.1995,0.51,22.82,clone
37706,006929.png,Car,0.032328453,201.73512,67.59725,259.74612,0.74,26.24,clone
37707,006929.png,Car,691.93066,179.7145,770.80194,239.0915,-1.73,19.63,clone
37708,006929.png,Pedestrian,711.79706,171.43982,722.7963,209.27954,1.44,33.03,clone
37709,006929.png,Car,660.08496,179.00581,702.19226,212.2257,-1.67,33.13,clone
36055,006620.png,Car,361.49902,175.08804,459.20013,211.66003,-2.89,31.41,clone
36056,006620.png,Car,439.93164,166.42958,513.0421,199.94601,-2.94,45.38,clone
4507,000849.png,Car,790.7166,187.76097,1136.5184,372.64395,1.22,7.74,clone
4508,000849.png,Van,541.81616,163.35214,608.1688,219.84566,1.72,25.88,clone
4509,000849.png,Van,710.1996,164.92111,771.5342,220.96959,-1.68,25.44,clone
4510,000849.png,Car,589.4749,171.85773,630.8511,206.83615,1.64,34.61,clone
4511,000849.png,Car,365.45645,170.89085,527.4064,222.50238,-2.92,22.46,clone
7518,001423.png,Pedestrian,222.08633,157.80911,315.73294,322.64316,0.25,8.76,clone
32815,006026.png,Car,782.04236,132.62733,1242.0,372.09006,-1.98,7.02,clone
32816,006026.png,Car,715.07074,183.85524,891.0716,305.70108,1.3,11.97,clone
32817,006026.png,Car,642.181,186.17207,729.20166,244.45085,-1.81,20.42,clone
32818,006026.png,Misc,6.2083435,216.49268,86.00994,291.49506,-1.33,18.0,clone
32819,006026.png,Cyclist,453.13434,183.63805,477.84662,236.16537,1.68,26.41,clone
32820,006026.png,Car,384.45413,194.2299,452.9846,244.99957,-1.46,23.72,clone
32821,006026.png,Car,603.2128,178.6891,666.58673,226.44522,-1.81,27.33,clone
32822,006026.png,Car,559.84247,187.1143,601.7294,216.97679,-1.74,39.37,clone
32823,006026.png,Cyclist,480.33136,183.66292,498.6798,230.4485,1.58,28.19,clone
29507,005419.png,Van,83.07909,78.161095,486.26807,372.7986,1.91,8.99,clone
29508,005419.png,Car,885.3366,172.6816,1242.0,372.4675,-0.61,6.07,clone
29509,005419.png,Car,683.6726,165.10648,953.6127,270.57108,-0.16,12.86,clone
29510,005419.png,Van,438.92847,157.24046,555.9098,255.29077,1.74,19.46,clone
29511,005419.png,Car,0.51889867,197.73921,275.20312,365.64682,2.12,10.52,clone
29512,005419.png,Pedestrian,993.7135,157.45332,1018.27997,227.15578,1.07,19.45,clone
29513,005419.png,Pedestrian,723.31537,170.46297,738.3971,215.87279,-1.75,26.64,clone
29514,005419.png,Car,647.1106,179.60895,698.3943,220.35231,-1.69,29.79,clone
29515,005419.png,Car,635.30945,177.32216,676.06854,213.73523,-1.68,34.7,clone
29516,005419.png,Pedestrian,588.65295,173.55197,596.25214,196.48227,0.55,62.02,clone
40509,007470.png,Car,27.695215,206.45604,426.56024,372.53473,1.94,6.92,clone
40510,007470.png,Car,711.2621,188.53484,882.7263,300.6001,-1.79,12.06,clone
40511,007470.png,Car,320.37213,193.64323,487.20175,307.96704,-1.31,12.13,clone
40512,007470.png,Car,684.81885,190.74207,783.9657,260.44623,-1.77,17.29,clone
40513,007470.png,Car,661.8328,185.14241,732.5871,240.41786,-1.74,22.2,clone
40514,007470.png,Car,493.55154,185.37172,550.1842,235.02083,-1.48,24.75,clone
40515,007470.png,Van,654.7051,179.09338,720.04834,235.27551,-1.7,26.73,clone
40516,007470.png,Car,526.0275,184.45155,568.0984,216.58463,1.63,35.52,clone
40517,007470.png,Car,633.76196,182.35733,662.0419,206.87367,-1.62,45.15,clone
27803,005117.png,Car,569.6369,174.38629,619.24695,222.46776,-1.57,25.86,clone
27804,005117.png,Van,833.8965,159.3956,893.9835,187.42682,-1.83,66.43,clone
27806,005117.png,Truck,895.8936,146.18723,982.9357,189.2922,-1.99,45.63,clone
3327,000619.png,Car,486.40463,169.03323,540.08704,209.38794,1.71,27.47,clone
3328,000619.png,Car,87.09069,184.92198,402.1037,373.1473,1.98,8.53,clone
3329,000619.png,Car,175.01631,169.97174,362.7313,229.48956,3.1,22.3,clone
19075,003532.png,Truck,573.3131,139.51651,632.8251,209.66653,-1.54,41.66,clone
19076,003532.png,Car,337.83987,189.211,388.48666,215.56114,1.89,47.41,clone
19077,003532.png,Car,393.5017,182.91373,430.5666,204.96313,1.84,66.23,clone
19061,003530.png,Car,585.541,171.91118,612.7274,198.08041,-1.58,48.3,clone
19062,003530.png,Tram,0.0,118.61013,321.39377,247.15694,2.11,35.18,clone
19063,003530.png,Cyclist,723.50696,153.65141,758.45,230.20575,1.34,17.82,clone
32744,006010.png,Cyclist,901.4754,152.87454,961.9064,241.8553,-1.99,17.18,clone
32745,006010.png,Car,119.44311,190.7518,227.09094,232.87186,2.09,33.39,clone
37758,006939.png,Car,632.89825,175.60239,658.51794,195.30962,-1.66,50.86,clone
37759,006939.png,Car,674.85266,180.86841,745.69836,232.13936,-1.73,21.54,clone
37760,006939.png,Car,792.7042,182.58481,1078.2535,343.85373,-1.97,9.61,clone
37761,006939.png,Car,740.8809,175.92502,800.285,209.61125,-1.86,33.3,clone
37762,006939.png,Truck,887.9129,0.71471083,1242.0,323.06073,-2.15,13.98,clone
18517,003439.png,Car,0.05889745,183.6746,315.5918,372.95148,2.18,5.1,clone
18518,003439.png,Car,352.55795,186.58481,387.8052,211.7583,1.44,50.16,clone
18519,003439.png,Car,377.08182,185.1401,477.64377,262.75885,1.69,17.36,clone
5557,001045.png,Car,561.2339,178.14966,618.5328,224.52376,-1.52,23.51,clone
5558,001045.png,Car,93.07787,168.7419,371.35977,290.8385,-2.37,12.89,clone
5559,001045.png,Car,393.7714,179.39313,498.65033,219.25961,-2.29,23.6,clone
5561,001045.png,Car,514.9258,178.43913,564.633,210.46097,-1.48,31.5,clone
5562,001045.png,Van,658.6055,133.86781,773.4375,238.8679,-1.75,19.78,clone
5563,001045.png,Van,306.79373,155.1588,402.2471,220.39651,1.91,28.97,clone
5564,001045.png,Car,581.08624,174.8367,619.102,208.95615,-1.56,32.91,clone
5565,001045.png,Cyclist,160.50746,172.76169,196.33546,210.35112,2.11,35.97,clone
23791,004400.png,Pedestrian,827.04407,133.28633,918.8087,328.41623,2.67,7.98,clone
23792,004400.png,Pedestrian,1033.495,152.75241,1088.518,289.3944,2.41,11.22,clone
29674,005451.png,Car,565.67664,176.52887,628.92523,224.1986,-1.68,23.85,clone
29675,005451.png,Car,619.1893,169.44179,770.8598,288.4833,-1.78,11.83,clone
39563,007282.png,Car,767.638,179.00787,970.4033,350.4474,1.45,9.59,clone
12703,002368.png,Car,227.23431,175.93585,464.90247,321.35388,1.93,11.23,clone
12704,002368.png,Car,179.58536,181.4937,355.12692,265.89563,1.92,16.34,clone
12705,002368.png,Car,418.76636,183.29288,496.86765,225.17198,-1.25,27.54,clone
38915,007156.png,Car,1.8032273,201.66064,345.81927,372.54498,2.17,5.18,clone
38916,007156.png,Car,313.55832,187.48413,488.63855,319.0113,1.84,11.41,clone
38917,007156.png,Van,441.11594,145.13916,544.3025,246.69966,1.72,21.0,clone
38919,007156.png,Car,746.7068,158.90471,1148.4816,309.11124,-0.42,9.74,clone
38920,007156.png,Car,696.64215,169.32796,933.97217,256.98715,-0.25,15.44,clone
38921,007156.png,Car,233.21474,195.55873,385.43555,298.43073,1.92,15.15,clone
38922,007156.png,Car,644.0274,166.33167,780.7672,222.21959,-0.06,23.0,clone
38923,007156.png,Van,510.9694,163.38234,570.8271,216.90375,1.69,33.54,clone
38924,007156.png,Misc,1176.6842,187.12086,1241.9413,370.92072,-0.75,6.59,clone
38925,007156.png,Car,630.0391,176.1695,664.1713,205.12776,-1.67,40.12,clone
37430,006878.png,Pedestrian,700.6066,142.90094,748.44305,273.0512,0.99,9.63,clone
37431,006878.png,Pedestrian,557.7232,132.50082,587.0814,231.29918,1.37,13.83,clone
37432,006878.png,Pedestrian,607.9278,143.29218,643.6159,230.85794,1.3,13.98,clone
37433,006878.png,Pedestrian,669.88873,148.74759,702.15424,227.38135,1.17,14.47,clone
35180,006453.png,Pedestrian,659.4613,172.05164,682.07324,234.08643,-1.53,20.27,clone
35181,006453.png,Pedestrian,682.92145,169.20757,703.7016,228.92723,-1.56,20.41,clone
35182,006453.png,Pedestrian,487.03162,168.60942,511.11703,233.43808,-1.44,19.74,clone
5195,000979.png,Car,589.85706,174.44429,625.29266,208.21866,-1.57,37.59,clone
5196,000979.png,Tram,529.7561,151.15341,566.3832,192.42233,-1.51,69.92,clone
5197,000979.png,Truck,713.51794,164.27586,789.10864,195.06882,-1.98,72.28,clone
30686,005631.png,Car,32.95265,203.95982,393.5981,372.544,2.03,8.58,clone
30687,005631.png,Car,939.25085,197.44943,1241.2405,372.84338,-2.41,4.21,clone
30688,005631.png,Car,784.1556,177.30647,1069.5168,351.33563,-1.92,8.63,clone
30689,005631.png,Car,1100.5089,128.80472,1241.5958,233.15582,2.61,19.85,clone
30690,005631.png,Car,650.66693,174.78304,709.6024,215.2856,-1.83,29.54,clone
30691,005631.png,Car,591.4555,178.33705,630.68835,202.95853,-1.88,44.25,clone
30692,005631.png,Car,781.48303,173.6373,911.23425,230.07722,3.06,22.85,clone
30693,005631.png,Car,549.7945,175.59912,593.17786,195.66772,2.47,59.26,clone
30694,005631.png,Cyclist,478.7694,179.66508,493.8366,205.21017,1.65,44.08,clone
23570,004360.png,Car,0.0,201.22186,116.48842,373.02777,-2.36,8.85,clone
23571,004360.png,Car,33.708042,182.69164,322.99905,289.17255,-2.66,13.1,clone
23572,004360.png,Car,180.99109,181.06104,413.11942,267.71942,0.39,14.79,clone
23574,004360.png,Car,794.48193,183.62257,1136.8667,372.9408,-1.97,8.13,clone
23575,004360.png,Car,685.46545,185.91733,762.3112,240.7713,-1.77,21.15,clone
23576,004360.png,Car,310.13818,177.37288,469.16333,245.07047,0.32,19.18,clone
23579,004360.png,Car,738.0664,184.00162,842.5456,219.79665,2.98,28.93,clone
23580,004360.png,Car,470.62012,179.34659,542.4615,204.4428,0.19,35.33,clone
23581,004360.png,Van,638.23364,164.08655,674.54755,201.82631,-1.63,48.59,clone
13049,002425.png,Car,587.5459,178.89185,618.04333,208.8373,-1.58,41.07,clone
35292,006478.png,Car,1.0245376,194.43518,469.23438,371.95615,2.03,4.93,clone
35293,006478.png,Pedestrian,735.6263,162.54088,788.6688,278.159,-1.78,11.17,clone
35294,006478.png,Pedestrian,433.85217,171.77571,452.71155,228.39677,1.8,23.36,clone
35295,006478.png,Pedestrian,399.5674,176.86725,420.39343,230.2046,-1.2,23.46,clone
35296,006478.png,Pedestrian,508.4967,172.02061,522.7944,213.39963,-1.37,32.08,clone
35297,006478.png,Van,588.65356,126.38933,691.39386,241.4943,-1.66,19.15,clone
38891,007150.png,Pedestrian,955.39166,150.33458,1011.6796,282.07635,2.66,10.76,clone
19930,003687.png,Car,823.5301,105.651566,1241.3483,372.7985,-2.05,5.72,clone
19931,003687.png,Car,752.33295,174.65314,952.15533,318.07333,-1.79,10.61,clone
19932,003687.png,Pedestrian,726.72955,167.84612,746.18365,228.05225,0.52,23.93,clone
19934,003687.png,Car,507.34518,176.45409,546.69055,213.14142,1.69,36.93,clone
19935,003687.png,Pedestrian,635.40985,175.88078,646.2253,204.37788,-0.13,42.46,clone
19936,003687.png,Car,271.45395,190.80354,422.37207,281.59015,1.92,15.0,clone
19937,003687.png,Car,0.0,183.65198,263.59283,372.3028,2.22,8.75,clone
19938,003687.png,Pedestrian,414.31857,183.7559,429.69397,223.64035,1.81,28.79,clone
13176,002450.png,Car,776.4533,196.91293,1115.1493,372.27124,-2.03,8.05,clone
13177,002450.png,Car,0.084318995,191.68001,222.3632,345.5695,-2.45,10.53,clone
13179,002450.png,Car,118.254974,189.37239,344.66162,276.14435,-2.64,14.52,clone
13180,002450.png,Car,190.66527,178.39977,394.52365,258.543,0.53,16.74,clone
13181,002450.png,Car,674.7576,180.0152,780.7978,251.50131,-1.77,17.39,clone
13182,002450.png,Car,330.15335,181.14716,480.35724,233.76207,0.34,21.78,clone
13183,002450.png,Car,659.6877,179.31995,714.9655,217.3595,-1.73,28.06,clone
13186,002450.png,Car,639.59174,171.85591,670.6602,199.12038,-1.66,47.45,clone
5173,000976.png,Van,1.0006793,118.07616,397.5193,372.6106,2.04,6.08,clone
5174,000976.png,Van,814.12286,123.23115,1241.0321,372.50006,-2.09,5.54,clone
5175,000976.png,Car,402.21344,180.82353,526.7335,278.54837,1.71,13.92,clone
5176,000976.png,Van,468.32285,165.30147,549.9724,240.38594,1.69,19.87,clone
5177,000976.png,Car,505.67438,168.25409,575.71,222.88182,1.74,25.07,clone
5178,000976.png,Car,637.81433,169.83202,686.2689,199.92926,-1.05,39.49,clone
1049,000204.png,Car,599.3199,176.95554,628.4674,205.033,-1.58,45.2,clone
1050,000204.png,Truck,637.9063,162.0246,679.22156,195.47922,-1.71,73.81,clone
1051,000204.png,Misc,247.09315,161.02303,324.16437,220.98013,2.01,40.98,clone
1052,000204.png,Car,193.895,190.09937,289.8877,238.20935,2.05,28.12,clone
19501,003614.png,Car,683.2674,171.24153,726.18146,209.27246,-1.63,33.34,clone
19502,003614.png,Car,653.81433,177.6011,677.9443,197.46605,-1.62,51.89,clone
19503,003614.png,Car,627.4807,177.42226,650.47986,193.9578,-1.82,74.6,clone
31676,005820.png,Car,675.62354,176.94388,778.2958,255.74629,1.42,16.03,clone
31677,005820.png,Van,533.6691,166.9413,582.32404,208.48604,1.72,34.6,clone
31678,005820.png,Van,660.0248,166.75047,702.1211,205.6325,-1.66,34.15,clone
31679,005820.png,Car,413.73358,175.35715,524.72327,212.11908,-2.96,31.11,clone
31680,005820.png,Car,1040.4827,152.66176,1241.4949,299.01328,-0.61,13.28,clone
15666,002905.png,Car,712.18225,179.38382,858.72034,283.4661,1.38,12.63,clone
15667,002905.png,Van,543.4627,163.00404,598.3578,209.8841,1.71,31.09,clone
15668,002905.png,Van,683.50745,163.59921,731.8989,208.81114,-1.66,30.63,clone
15670,002905.png,Car,404.7909,171.82639,534.0329,213.22623,-2.95,27.6,clone
28866,005304.png,Car,629.20917,174.65627,826.4313,265.6876,0.04,13.66,clone
31347,005754.png,Car,559.87744,177.47487,602.77563,216.2836,-1.58,32.03,clone
31348,005754.png,Car,0.0,183.44525,391.45557,375.12177,-1.15,7.11,clone
31349,005754.png,Car,330.4454,189.58887,454.5635,275.45038,-1.31,14.51,clone
31350,005754.png,Car,260.04306,186.79512,355.80286,243.73566,-1.12,17.58,clone
31353,005754.png,Van,363.37552,151.38348,444.65057,221.8396,-1.36,31.51,clone
31356,005754.png,Misc,461.44678,147.5675,528.50793,219.69113,-1.47,31.05,clone
31357,005754.png,Truck,520.398,150.89929,552.6903,197.49522,-1.55,71.65,clone
31358,005754.png,Car,318.5438,180.59863,376.59045,212.8156,-1.24,38.54,clone
23711,004384.png,Car,946.9933,149.03967,1035.9415,176.12015,2.29,19.17,clone
23712,004384.png,Car,482.53424,173.21983,539.38696,215.63802,-1.45,27.57,clone
23713,004384.png,Cyclist,736.0378,156.27315,776.01514,194.91264,-0.12,32.32,clone
23714,004384.png,Cyclist,673.75854,161.23552,713.36096,199.70757,-0.18,35.71,clone
23715,004384.png,Cyclist,586.7262,163.26656,615.8996,191.8952,-0.51,42.52,clone
23716,004384.png,Cyclist,332.6376,175.82109,376.36124,219.99034,-0.94,29.68,clone
23717,004384.png,Pedestrian,434.33832,168.8066,452.81693,207.04921,-2.96,34.03,clone
14571,002703.png,Car,596.2702,174.51604,664.45374,239.65442,-1.57,19.81,clone
14572,002703.png,Tram,712.562,133.60739,766.3298,196.13312,1.48,51.24,clone
14573,002703.png,Pedestrian,389.0143,177.21573,402.81467,212.1217,1.94,35.91,clone
29219,005369.png,Tram,1066.7964,98.366615,1238.0,205.88367,-0.72,36.22,clone
29220,005369.png,Pedestrian,963.6559,168.92264,1081.2358,371.67206,2.64,6.56,clone
29221,005369.png,Car,985.62006,174.00618,1215.9252,274.14465,-0.98,14.99,clone
34855,006400.png,Pedestrian,1069.4752,140.4408,1240.8536,371.77554,1.39,5.52,clone
34856,006400.png,Pedestrian,937.0961,188.82144,1094.0225,372.0077,1.4,5.13,clone
34857,006400.png,Pedestrian,586.53815,176.75002,604.36163,223.56325,-1.62,25.91,clone
34858,006400.png,Pedestrian,561.7019,173.58994,584.1236,228.81349,1.63,22.97,clone
34859,006400.png,Pedestrian,736.7026,170.38446,752.5578,214.83136,1.46,30.93,clone
34860,006400.png,Pedestrian,756.6594,168.84279,773.2168,215.04454,1.4,31.01,clone
15589,002891.png,Car,421.9404,181.10214,456.06403,200.70758,1.79,61.3,clone
15590,002891.png,Truck,298.99222,148.09807,378.94977,207.29959,1.92,58.65,clone
15591,002891.png,Truck,349.94043,153.43481,413.91266,202.71822,1.87,68.33,clone
3270,000610.png,Car,583.6134,175.74617,600.4631,188.85095,-1.58,69.84,clone
3271,000610.png,Car,400.43924,178.2757,460.89426,216.57538,1.79,32.46,clone
9677,001810.png,Car,0.5240807,203.33888,372.0233,372.6473,2.09,7.21,clone
9678,001810.png,Car,531.2622,181.58582,569.13214,211.02023,1.66,39.73,clone
33267,006109.png,Car,201.38582,177.13142,326.1742,229.55435,2.09,24.72,clone
33268,006109.png,Car,695.9055,172.20403,732.0082,202.02592,-1.61,36.96,clone
33269,006109.png,Car,807.4458,165.81104,853.02026,182.84451,3.11,70.32,clone
33270,006109.png,Pedestrian,568.01105,171.10773,575.1538,192.96202,-0.28,52.83,clone
33271,006109.png,Car,885.1277,164.137,933.28204,182.56387,3.05,70.97,clone
3501,000649.png,Car,0.44679445,192.69019,177.77345,315.10294,2.24,14.79,clone
3502,000649.png,Tram,690.7762,150.93118,732.0778,187.36185,-1.66,79.51,clone
3503,000649.png,Car,186.30652,175.82137,327.52194,256.06168,2.03,20.39,clone
3504,000649.png,Car,302.78256,187.7047,387.93726,235.34659,2.03,24.97,clone
3505,000649.png,Car,353.13434,179.13681,431.30945,227.11972,1.9,29.5,clone
3506,000649.png,Car,433.9896,180.0934,492.36636,212.40228,1.82,38.67,clone
1453,000281.png,Car,592.18365,169.31589,626.3061,201.30113,-1.57,40.0,clone
1454,000281.png,Truck,675.52435,155.42087,743.2688,187.85814,-1.88,72.96,clone
1455,000281.png,Truck,325.51614,139.75616,425.3737,210.49956,1.86,42.34,clone
39753,007319.png,Pedestrian,737.70593,157.83626,804.6474,373.30505,-1.68,6.53,clone
39754,007319.png,Pedestrian,796.5568,150.36887,886.0862,370.00787,-1.8,6.65,clone
39755,007319.png,Pedestrian,209.87083,159.9896,312.0555,364.22214,-1.16,7.64,clone
39756,007319.png,Pedestrian,798.5722,165.8565,854.5784,246.85828,-2.88,17.18,clone
39757,007319.png,Pedestrian,877.2921,159.34225,902.8895,223.51921,2.12,21.93,clone
39758,007319.png,Pedestrian,958.6863,157.13382,1007.83716,281.195,-1.63,11.24,clone
39759,007319.png,Car,547.415,166.10764,599.07294,212.0763,1.67,35.46,clone
19027,003524.png,Car,284.6307,191.49417,448.71533,304.27905,1.84,12.35,clone
19028,003524.png,Van,400.45166,168.64462,499.84634,252.69534,1.77,18.13,clone
19029,003524.png,Car,515.0521,177.70973,555.9227,210.88638,1.65,35.45,clone
16234,003003.png,Car,579.024,170.2743,609.58673,196.454,-1.58,39.28,clone
16235,003003.png,Car,542.18823,170.5445,569.53906,191.85854,-1.51,47.66,clone
16236,003003.png,Van,599.9678,157.85738,618.50854,181.64635,-1.57,72.34,clone
7108,001347.png,Car,499.96893,164.47423,548.2829,199.49043,-1.75,36.5,clone
7109,001347.png,Car,423.4207,168.55005,459.9854,195.99623,-1.7,40.16,clone
7110,001347.png,Car,400.42047,165.0548,425.1427,183.53287,-1.67,55.83,clone
17118,003168.png,Car,574.9551,175.00877,623.29266,212.01378,-1.45,29.97,clone
17119,003168.png,Car,483.73322,168.88026,536.2527,201.27031,1.77,34.53,clone
34750,006383.png,Car,592.71185,186.4848,611.8254,204.37805,1.57,59.01,clone
5957,001115.png,Truck,590.45355,159.71599,618.6227,190.99902,-1.57,76.1,clone
5958,001115.png,Car,261.7895,186.55713,307.27396,213.8559,1.99,45.69,clone
36430,006688.png,Car,0.0,219.87938,192.48619,372.15677,2.43,5.37,clone
36431,006688.png,Car,319.6572,186.59496,457.94165,232.16386,0.31,27.66,clone
